,utterance,utterance_de,utterance_de_deepl,speaker,emotion,sentiment,dialogue_id,utterance_id,season,episode,starttime,endtime
7565,"Oh! Hey, Mr. Treeger.","Oh! He, Herr Treeger.","Oh! Hey, Mr. Treeger.",Rachel,fear,negative,804,0,4,4,"00:00:43,418","00:00:44,710"
7566,: What are you doing?,: Was tust du?,: Was machen Sie denn da?,Mr. Treeger,neutral,neutral,804,1,4,4,"00:01:04,022","00:01:05,015"
7567,Ummm. Oh! I’m sorry.  It’s a little old but,"Ähm. Oh! Es tut mir Leid. Es ist ein bisschen alt, aber","Ähm. Oh! Tut mir Leid.  Es ist ein wenig alt, aber",Rachel,joy,positive,804,2,4,4,"00:01:05,273","00:01:13,489"
7568,: No! You’re clogging up the chute that I spent a half-hour unclogging!,": Nein! Sie verstopfen die Rutsche, die ich eine halbe Stunde lang ausgeräumt habe!",": Nein! Sie verstopfen den Schacht, den ich eine halbe Stunde lang freigeräumt habe!",Mr. Treeger,anger,negative,804,3,4,4,"00:01:15,158","00:01:18,285"
7569,I’m sorry. I didn’t—I don’t come in here a lot.,Es tut mir Leid. Ich habe nicht – ich komme nicht oft hierher.,Es tut mir leid. Ich wollte nicht... Ich kam nicht oft hierher.,Rachel,sadness,negative,804,4,4,4,"00:01:18,536","00:01:21,580"
7570,": Oh yeah, of course you don’t!",": Oh ja, natürlich nicht!",": Oh ja, natürlich tun Sie das nicht!",Mr. Treeger,anger,negative,804,5,4,4,"00:01:21,748","00:01:25,501"
7571,": ‘Cause you’re a little princess! ""Daddy, buy me a pizza. Daddy, buy me a candy factory. Daddy, make the cast of",": Weil du eine kleine Prinzessin bist! „Papa, kauf mir eine Pizza. Papa, kauf mir eine Süßwarenfabrik","Denn du bist eine kleine Prinzessin! ""Daddy, kauf mir eine Pizza. Daddy, kauf mir eine Süßigkeitenfabrik. Daddy, mach die Besetzung von",Mr. Treeger,disgust,negative,804,6,4,4,"00:01:21,748","00:01:34,510"
7572,": You think you could make a mess and the big man in coveralls will come in here and clean it up, huh?",": Du denkst, du könntest ein Chaos anrichten und der große Mann im Overall kommt hier rein und räumt es auf, oder?",": Du denkst, du kannst eine Sauerei machen und der große Mann im Overall kommt rein und räumt es auf, hm?",Mr. Treeger,anger,negative,804,7,4,4,"00:01:35,595","00:01:41,517"
7573,"Well, why don’t think of someone else for a change?",Warum denkst du zur Abwechslung nicht an jemand anderen?,Warum denkst du zur Abwechslung nicht mal an jemand anderen?,Mr. Treeger,anger,negative,804,8,4,4,"00:01:41,726","00:01:44,812"
7574,"Okay, I’m sorry.","Okay, es tut mir Leid.","Okay, es tut mir leid.",Rachel,sadness,negative,804,9,4,4,"00:01:48,942","00:01:50,651"
7575,Hello!,Hallo!,Hallo!,Ross,joy,positive,805,0,4,5,"00:00:08,341","00:00:10,050"
7576,What's this?,Was ist das?,Was ist denn das?,Ross,neutral,neutral,805,1,4,5,"00:00:10,552","00:00:11,844"
7577,Oh right its that girl's phone number.,"Oh richtig, es ist die Telefonnummer dieses Mädchens.","Ach ja, die Telefonnummer von dem Mädchen.",Ross,neutral,neutral,805,2,4,5,"00:00:12,095","00:00:15,097"
7578,"Yeah-yeah, there it is, just a phone number a really hot girl gave me.","Ja-ja, da ist sie, nur eine Telefonnummer, die mir ein wirklich heißes Mädchen gegeben hat.","Ja-ja, da ist sie, nur eine Telefonnummer, die mir ein wirklich heißes Mädchen gegeben hat.",Ross,joy,positive,805,3,4,5,"00:00:18,143","00:00:24,023"
7579,"It's no big deal, I mean it is her home phone number, but... Whoa!","Es ist keine große Sache, ich meine, es ist ihre private Telefonnummer, aber... Whoa!","Es ist keine große Sache, ich meine, es ist ihre Privatnummer, aber... Whoa!",Ross,surprise,positive,805,4,4,5,"00:00:25,775","00:00:35,701"
7580,"Whoa-whoops, I almost lost this baby!","Whoa-whoops, ich hätte dieses Baby fast verloren!","Whoa-whoops, ich hätte das Baby fast verloren!",Ross,joy,positive,805,5,4,5,"00:00:37,829","00:00:41,749"
7581,"Yeah, the lovely Amanda gives me her number and I-I go and drop it.","Ja, die schöne Amanda gibt mir ihre Nummer und ich-ich lass sie fallen.","Ja, die reizende Amanda gibt mir ihre Nummer und ich... ich gehe und gebe sie ab.",Ross,anger,negative,805,6,4,5,"00:00:42,459","00:00:46,962"
7582,Thank you.,Vielen Dank.,"Danke. Ich weiß nicht, wie irgendeine",Phoebe,neutral,neutral,805,7,4,5,"00:00:56,014","00:00:57,222"
7583,I don’t know how any of these got opened?!,"Ich weiß nicht, wie diese geöffnet wurden?!","Ich weiß nicht, wie die alle geöffnet wurden?!",Monica,surprise,negative,806,0,8,2,"00:17:21,373","00:17:23,833"
7584,You opened them all?,Du hast sie alle geöffnet?,Du hast sie alle geöffnet?,Joey,surprise,negative,806,1,8,2,"00:17:25,627","00:17:29,547"
7585,"I know! I know! I am a terrible person! I mean, Chandler is never going to trust me with anything ever again!","Ich weiß! Ich weiß! Ich bin ein schrecklicher Mensch! Ich meine, Chandler wird mir nie wieder etwas anvertrauen!","Du hast sie alle geöffnet? Ich weiß! Ich weiß! Ich weiß! Ich bin ein schrecklicher Mensch! Ich meine, Chandler ist nie gehen, um mir zu vertrauen mit allem, was jemals wieder!",Monica,joy,positive,806,2,8,2,"00:17:25,627","00:17:32,675"
7586,Oh hey! You got my parent’s gift!,Oh hallo! Du hast das Geschenk meiner Eltern!,"Oh, hey! Du hast das Geschenk meiner Eltern!",Joey,joy,positive,806,3,8,2,"0:17:33,052","0:17:35,864"
7587,Yeah. What is that?,Ja. Was ist das?,"Ja, ja. Und was ist das?",Monica,neutral,neutral,806,4,8,2,"0:17:35,864","0:17:37,277"
7588,"Well, I don’t know. I think it does something to salami.","Nun, ich weiß es nicht. Ich denke, es macht etwas mit Salami.","Nun, ich weiß nicht. Ich glaube, es macht etwas mit Salami.",Joey,sadness,negative,806,5,8,2,"00:17:37,431","00:17:40,475"
7589,Hey! How’d it go?,Hallo! Wie ist es gelaufen?,Hey! Wie ist es gelaufen?,Monica,sadness,negative,806,6,8,2,"0:17:43,145","0:17:44,438"
7590,Yeah. What-what did Tag say?,Ja. Was-was hat Tag gesagt?,Gut. Was... was hat Tag gesagt?,Joey,neutral,neutral,806,7,8,2,"0:17:44,438","0:17:46,293"
7591,Tag is not the father! And Joey knows now?,Tag ist nicht der Vater! Und Joey weiß es jetzt?,Tag ist nicht der Vater! Und Joey weiß es jetzt?,Rachel,sadness,negative,806,8,8,2,"00:17:46,440","00:17:49,650"
7592,"I do Rach. I do, and I so happy for you.",Ich mache Rach. Das tue ich und ich freue mich so für dich.,"Ich tue Rach. Ich tue, und ich so glücklich für Sie.",Joey,joy,positive,806,9,8,2,"00:17:49,902","00:17:53,905"
7593,"Oh wow, you didn’t even try to unhook my bra!","Oh wow, du hast nicht einmal versucht, meinen BH auszuhaken!","Oh wow, du hast nicht mal versucht, meinen BH aufzukriegen!",Rachel,surprise,positive,806,10,8,2,"00:17:56,575","00:18:00,119"
7594,So are you ever gonna tell whoever it is?,"Also wirst du es jemals sagen, wem auch immer es ist?","So sind Sie immer gonna sagen, wer auch immer es ist?",Monica,neutral,neutral,806,11,8,2,"00:18:02,498","00:18:05,166"
7595,"No, I will. I’m just not up for it tonight.",Nein ich werde. Ich bin heute Abend einfach nicht dazu bereit.,"Nein, ich werde. Ich bin nur nicht in der Lage, für sie heute Abend.",Rachel,neutral,neutral,806,12,8,2,"00:18:05,334","00:18:08,086"
7596,"Hey Rach listen, no matter what this guy says I want you to know you’re not gonna be alone in this.","Hey Rach, hör zu, egal was dieser Typ sagt, ich möchte, dass du weißt, dass du damit nicht allein bist.","Hey Rach hören, egal, was dieser Kerl sagt Ich möchte, dass Sie wissen, Sie sind nicht gonna be allein in diesem.",Joey,joy,positive,806,13,8,2,"00:18:08,253","00:18:12,131"
7597,I’m not?,Ich bin nicht?,Bin ich nicht?,Rachel,surprise,negative,806,14,8,2,"00:18:12,382","00:18:13,716"
7598,Listen I uh…  It’s a scary world out there especially if you’re a single mom.,"Hör zu, ich äh... Es ist eine beängstigende Welt da draußen, besonders wenn du eine alleinerziehende Mutter bist.","Hör zu, ich äh... Die Welt da draußen ist beängstigend, vor allem als alleinerziehende Mutter.",Joey,fear,negative,806,15,8,2,"00:18:14,009","00:18:22,683"
7599,"Y’know, I always felt like you and I have this-this special bond.","Weißt du, ich fühlte mich immer wie du und ich habe diese besondere Bindung.","Ich hatte immer das Gefühl, dass du und ich eine besondere Beziehung haben.",Joey,neutral,neutral,806,16,8,2,"00:18:24,103","00:18:28,064"
7600,"So,  Rachel Green will you marry me?","Also, Rachel Green, willst du mich heiraten?","Also, Rachel Green, willst du mich heiraten?",Joey,joy,positive,806,17,8,2,"00:18:29,608","00:18:32,110"
7601,Thank you.,Vielen Dank.,Ich danke dir.,Rachel,neutral,neutral,807,0,7,18,"00:14:11,058","00:14:14,185"
7602,If I can’t have it you can’t have it!,"Wenn ich es nicht haben kann, kannst du es nicht haben!","Wenn ich es nicht haben kann, können Sie es nicht haben!",Joey,anger,negative,807,1,7,18,"00:14:25,281","00:14:27,991"
7603,"I can’t believe her, y’know it’s just—it’s so typical.","Ich kann ihr nicht glauben, weißt du, es ist einfach – es ist so typisch.","Ich kann nicht glauben, dass sie, weißt du, es ist nur - es ist so typisch.",Monica,disgust,negative,808,0,7,1,"00:14:56,854","00:14:59,314"
7604,"Now Monica, I know you’re upset, but don’t forget.","Nun, Monica, ich weiß, dass du aufgebracht bist, aber vergiss nicht.","Also, Monica, ich weiß, dass du verärgert bist, aber vergiss nicht.",Chandler,neutral,neutral,808,1,7,1,"00:14:59,565","00:15:03,860"
7605,"There is going to be a wedding, you are going to throw the bouquet, and","Es wird eine Hochzeit geben, du wirst den Strauß werfen und","Es wird eine Hochzeit geben, du wirst den Brautstrauß werfen, und",Chandler,neutral,neutral,808,2,7,1,"00:14:59,565","00:15:08,156"
7606,Paris?,Paris?,Paris?,Monica,neutral,neutral,808,3,7,1,"00:15:08,407","00:15:11,826"
7607,We will take a moonlit walk on the Rue de la .,Wir werden einen Mondscheinspaziergang auf der Rue de la machen.,Wir werden einen Mondscheinspaziergang auf der Rue de la machen.,Chandler,neutral,neutral,808,4,7,1,"00:15:12,036","00:15:16,664"
7608,Keep talking.,Weiter reden.,Sprich weiter.,Monica,neutral,neutral,808,5,7,1,"00:15:19,919","00:15:21,002"
7609,"Then we will sprinkle rose pedals on the bed and make love. Not just because it’s romantic, but because I can!","Dann werden wir Rosenpedale auf das Bett streuen und uns lieben. Nicht nur, weil es romantisch ist, sondern weil ich es kann!","Dann bestreuen wir das Bett mit Rosenblüten und lieben uns. Nicht nur, weil es romantisch ist, sondern weil ich es kann!",Chandler,joy,positive,808,6,7,1,"00:15:21,211","00:15:29,135"
7610,I love you!,Ich liebe dich!,Ich liebe dich!,Monica,joy,positive,808,7,7,1,"00:15:30,721","00:15:31,971"
7611,Yes!,Ja!,Ja!,Joey,joy,positive,809,0,6,6,"00:08:20,958","00:08:22,125"
7612,I win again!,Ich gewinne wieder!,Ich gewinne wieder!,Joey,joy,positive,809,1,6,6,"0:08:22,293","0:08:23,253"
7613,Ha-ha!,Haha!,Ha-ha!,Joey,joy,positive,809,2,6,6,"0:08:23,253","0:08:25,839"
7614,That’s like 500 bucks you owe me!,"Das sind ungefähr 500 Dollar, die du mir schuldest!","Das sind ungefähr 500 Mäuse, die du mir schuldest!",Joey,joy,positive,809,3,6,6,"0:08:25,839","0:08:26,231"
7615,Whoo-ho-hoo!,Whoo-ho-hoo!,Whoo-ho-hoo!,Joey,joy,positive,809,4,6,6,"0:08:26,231","0:08:26,373"
7616,$500 that is a loooot of electricity!,"500 Dollar, das ist eine Menge Strom!","500 Dollar, das ist ein Haufen Strom!",Joey,joy,positive,809,5,6,6,"00:08:26,756","00:08:33,178"
7617,Whoo-ho-ho!,Whoo-ho-ho!,Whoo-ho-ho!,Joey,joy,positive,809,6,6,6,"00:08:28,633","00:08:33,178"
7618,I gotta buy some food.,Ich muss etwas zu essen kaufen.,Ich muss was zu essen kaufen.,Joey,neutral,neutral,809,7,6,6,"00:08:33,346","00:08:35,680"
7619,"Okay, give me a chance to win my money back. Okay? Sudden death, one goal, $1,000.","Okay, gib mir die Chance, mein Geld zurückzugewinnen. Okay? Plötzlicher Tod, ein Tor, 1.000 Dollar.","Okay, gib mir eine Chance, mein Geld zurück zu gewinnen. Okay? Plötzlicher Tod, ein Tor, 1.000 Dollar.",Chandler,neutral,neutral,809,8,6,6,"00:08:35,848","00:08:41,728"
7620,You serious?,Sie ernst?,Ist das dein Ernst?,Joey,surprise,positive,809,9,6,6,"0:08:42,313","0:08:42,905"
7621,Oh yes!,Oh ja!,Oh ja!,Chandler,anger,negative,809,10,6,6,"0:08:42,905","0:08:43,829"
7622,"Okay, get ready to owe me!","Okay, mach dich bereit, mir etwas zu schulden!","Okay, mach dich bereit, mir etwas zu schulden!",Joey,joy,positive,809,11,6,6,"00:08:44,315","00:08:47,484"
7623,Okay.,Okay.,Okay...,Chandler,neutral,neutral,809,12,6,6,"00:08:45,608","00:08:47,484"
7624,"Okay, here we go. Ready?","Gut, los geht's. Bereit?","Okay, los geht's. Bereit?",Joey,neutral,neutral,809,13,6,6,"00:08:47,652","00:08:48,944"
7625,No! No! No! No——one can beat me.,Nein! Nein! Nein! Niemand kann mich besiegen.,Nein! Nein! Nein! Keiner kann mich schlagen.,Chandler,anger,negative,809,14,6,6,"00:09:13,761","00:09:18,974"
7626,"See? Now, that’s why only the little fake men are supposed to do all the kicking.","Sehen? Das ist der Grund, warum nur die kleinen falschen Männer alle Tritte machen sollen.","Siehst du? Nun, das ist der Grund, warum nur die kleinen falschen Männer die ganzen Tritte machen sollen.",Chandler,fear,negative,809,15,6,6,"00:09:22,812","00:09:26,565"
7627,Who is that?!,Wer ist das?!,Wer ist das?!,Monica,surprise,negative,810,0,7,9,"00:06:20,922","00:06:22,047"
7628,"Don’t worry, I’m brave!","Keine Sorge, ich bin mutig!","Keine Sorge, ich bin tapfer!",Chandler,sadness,negative,810,1,7,9,"0:06:22,840","0:06:23,883"
7629,I am brave!,Ich bin mutig!,Ich bin tapfer!,Chandler,fear,negative,810,2,7,9,"0:06:23,883","0:06:24,968"
7630,I…I am brave!,Ich ... ich bin mutig!,Ich... ich bin mutig!,Chandler,fear,negative,810,3,7,9,"0:06:24,968","0:06:27,033"
7631,No-no-no-no!!,Nein nein Nein Nein!!,"Nein, nein, nein, nein!!",Chandler,fear,negative,810,4,7,9,"00:06:28,471","00:06:30,263"
7632,Can you tell me who is there please?,"Können Sie mir bitte sagen, wer da ist?","Können Sie mir bitte sagen, wer da ist?",Chandler,neutral,neutral,810,5,7,9,"00:06:31,557","00:06:33,809"
7633,Hi!,Hallo!,Hi!,Gary,joy,positive,810,6,7,9,"00:06:39,899","00:06:41,191"
7634,Hi. Do you know what time it is?,Hallo. Weißt du wie spät es ist?,"Hi. Weißt du, wie viel Uhr es ist?",Monica,neutral,neutral,810,7,7,9,"00:06:39,899","00:06:43,902"
7635,It’s candy time! My roommate says that they taste like little drops of heaven.,"Es ist Süßigkeiten-Zeit! Mein Mitbewohner sagt, dass sie wie kleine Himmelstropfen schmecken.","Es ist Zeit für Süßigkeiten! Meine Mitbewohnerin sagt, sie schmecken wie kleine Himmelstropfen.",Gary,joy,positive,810,8,7,9,"00:06:45,446","00:06:48,573"
7636,Oh please!  Did you hear that? Little drops of heaven.,Oh bitte! Hast du das gehört? Kleine Himmelstropfen.,Oh bitte!  Habt ihr das gehört? Kleine Tropfen des Himmels.,Monica,joy,positive,810,9,7,9,"00:06:48,783","00:06:53,829"
7637,4:00 A.M.,4:00 UHR.,4:00 UHR MORGENS.,Chandler,neutral,neutral,810,10,7,9,"00:06:55,415","00:06:56,957"
7638,"So, can I get some candy?",Kann ich also Süßigkeiten bekommen?,"Also, kann ich ein paar Süßigkeiten bekommen?",Gary,neutral,neutral,810,11,7,9,"00:06:57,208","00:06:59,376"
7639,"I am sorry, but some of us have to","Es tut mir leid, aber einige von uns müssen","Es tut mir leid, aber einige von uns müssen",Chandler,neutral,neutral,810,12,7,9,"00:06:59,627","00:07:03,839"
7640,"Umm, listen I am sorry, but I’ll put some out first thing in the morning.","Ähm, hör zu, es tut mir leid, aber ich werde gleich morgen früh was rausbringen.","Es tut mir leid, aber ich werde morgen früh welche rausstellen.",Monica,sadness,negative,810,13,7,9,"00:07:09,720","00:07:12,722"
7641,"Well okay, I’ll swing by later. Do you live in this building?","Na gut, ich komm später vorbei. Wohnen Sie in diesem Gebäude?","Na gut, ich komme später vorbei. Wohnst du in diesem Gebäude?",Gary,neutral,neutral,810,14,7,9,"00:07:12,932","00:07:17,394"
7642,Um-hmm.,Ähm-hmm.,Hm-hm.,Monica,neutral,neutral,810,15,7,9,"00:07:15,560","00:07:17,394"
7643,Mm! Seems like I would’ve remembered you!,Mm! Anscheinend hätte ich mich an dich erinnert!,"Mm! Scheint so, als hätte ich mich an Sie erinnert!",Gary,surprise,negative,810,16,7,9,"00:07:17,562","00:07:20,480"
7644,Mm! Night Gar’!,Mm! Nachtgar’!,Mm! Nacht Gar'!,Chandler,neutral,neutral,810,17,7,9,"00:07:22,608","00:07:25,527"
7645,Aaron! You gotta let me go. The guy’s hammered!,Aaron! Du musst mich gehen lassen. Der Typ ist gehämmert!,Aaron! Du musst mich gehen lassen. Der Typ ist besoffen!,Joey,joy,positive,811,0,7,24,"00:12:17,445","00:12:20,989"
7646,"I’m sorry Joey, as long as he’s here and he’s conscious we’re still shooting.","Es tut mir leid, Joey, solange er hier ist und er sich bewusst ist, dass wir noch schießen.","Tut mir leid, Joey. Solange er hier ist und bei Bewusstsein ist, drehen wir weiter.",The Director,neutral,neutral,811,1,7,24,"00:12:21,198","00:12:26,119"
7647,You wouldn’t happen to have a very big fork?,Sie haben nicht zufällig eine sehr große Gabel?,Du hast nicht zufällig eine sehr große Gabel?,Richard,neutral,neutral,811,2,7,24,"00:12:35,337","00:12:39,257"
7648,"So I uh, I just talked to the director. That’s it, we’re done for the day.","Also, ich habe gerade mit dem Direktor gesprochen. Das war's, wir sind fertig für den Tag.","Also, ich, äh, ich habe gerade mit dem Regisseur gesprochen. Das war's, wir sind für heute fertig.",Joey,neutral,neutral,811,3,7,24,"00:12:40,843","00:12:46,598"
7649,Well have we finished the scene?,Haben wir die Szene beendet?,"Und, haben wir die Szene beendet?",Richard,surprise,negative,811,4,7,24,"00:12:47,558","00:12:49,184"
7650,Yeah! You…you were wonderful.,Ja! Du... du warst wunderbar.,Ja! Du... du warst wunderbar.,Joey,joy,positive,811,5,7,24,"0:12:49,435","0:12:51,867"
7651,As were you.,Wie Sie.,Genau wie du.,Richard,neutral,neutral,811,6,7,24,"0:12:51,867","0:12:54,108"
7652,"So I got your car, it’s right outside.","Also habe ich dein Auto, es steht direkt vor der Tür.","Also, ich habe dein Auto, es steht gleich draußen.",Joey,neutral,neutral,811,7,7,24,"00:12:54,899","00:12:57,025"
7653,"Oh, thank you. You’re welcome.",Oh danke. Bitte.,"Oh, danke schön. Nichts zu danken.",Richard,joy,positive,811,8,7,24,"00:12:57,234","00:12:59,778"
